tenure_months,contract,internet_service,monthly_charges,churn
70,Month-to-month,DSL,44.56,0
55,Two year,Fiber optic,70.47,0
7,Month-to-month,DSL,62.59,0
59,One year,Fiber optic,72.01,0
50,Two year,Fiber optic,57.64,0
38,Month-to-month,No,29.03,0
10,One year,No,30.87,0
72,Month-to-month,DSL,43.26,0
32,One year,No,24.37,0
3,Month-to-month,Fiber optic,57.21,1
15,Two year,Fiber optic,71.16,0
29,Month-to-month,Fiber optic,55.43,0
4,Month-to-month,Fiber optic,66.99,0
23,Two year,DSL,36.97,0
34,Two year,DSL,56.79,0
69,One year,Fiber optic,88.6,0
6,One year,Fiber optic,56.27,0
42,Month-to-month,No,24.94,0
66,One year,DSL,41.28,0
58,Month-to-month,Fiber optic,75.57,1
67,Month-to-month,Fiber optic,71.15,0
12,Two year,Fiber optic,65.35,0
58,One year,Fiber optic,71.13,1
71,Month-to-month,Fiber optic,67.42,1
23,Month-to-month,DSL,64.07,1
36,Two year,Fiber optic,60.48,0
38,Month-to-month,DSL,48.09,0
36,Month-to-month,Fiber optic,76.12,0
21,Month-to-month,Fiber optic,75.26,0
70,Month-to-month,Fiber optic,66.43,0
69,Month-to-month,DSL,61.42,0
27,Two year,DSL,19.93,0
58,Month-to-month,Fiber optic,56.87,0
29,Month-to-month,DSL,52.96,0
58,One year,DSL,34.44,0
42,One year,DSL,33.74,0
34,One year,DSL,39.39,0
9,One year,No,15.57,0
47,One year,Fiber optic,77.65,0
23,One year,DSL,55.85,0
15,One year,DSL,46.06,0
14,One year,DSL,57.66,0
71,One year,Fiber optic,53.36,1
7,Month-to-month,DSL,45.91,1
58,One year,Fiber optic,86.18,0
63,One year,DSL,56.72,0
2,Month-to-month,DSL,62.24,1
43,Two year,Fiber optic,62.92,0
42,Month-to-month,No,36.01,1
26,Month-to-month,DSL,39.88,0
48,Two year,DSL,52.14,0
29,Month-to-month,No,40.73,0
32,Month-to-month,DSL,35.47,0
31,Month-to-month,Fiber optic,47.73,1
58,Two year,DSL,67.17,0
46,Month-to-month,DSL,50.86,0
27,One year,DSL,43.72,0
67,One year,No,23.06,0
58,One year,DSL,19.85,0
68,Two year,Fiber optic,72.5,0
53,Two year,Fiber optic,63.63,0
28,Month-to-month,DSL,45.63,0
56,Two year,Fiber optic,70.36,0
24,Month-to-month,Fiber optic,29.47,0
19,Month-to-month,Fiber optic,75.88,1
32,Month-to-month,DSL,47.27,0
70,One year,Fiber optic,73.88,0
41,Month-to-month,Fiber optic,67.8,0
28,One year,Fiber optic,70.59,0
33,Month-to-month,Fiber optic,72.07,0
21,Month-to-month,Fiber optic,73.29,1
48,Month-to-month,Fiber optic,75.71,0
25,Two year,DSL,48.39,0
40,Month-to-month,Fiber optic,92.2,0
26,Month-to-month,Fiber optic,61.29,0
23,Month-to-month,DSL,40.5,0
70,Month-to-month,Fiber optic,90.32,1
25,One year,Fiber optic,68.14,0
5,Month-to-month,Fiber optic,81.18,1
27,Month-to-month,Fiber optic,71.63,1
38,Two year,DSL,42.27,0
6,Month-to-month,No,36.83,0
22,Month-to-month,Fiber optic,76.22,1
12,One year,DSL,26.59,1
36,One year,No,27.08,0
52,One year,DSL,33.06,0
70,Month-to-month,DSL,60.25,0
28,Month-to-month,DSL,66.04,0
63,Month-to-month,DSL,67.49,1
15,Month-to-month,No,29.29,1
56,Month-to-month,Fiber optic,64.46,0
41,Two year,No,28.86,0
55,One year,DSL,33.72,0
55,Month-to-month,DSL,73.15,0
38,Month-to-month,Fiber optic,84.33,0
18,One year,Fiber optic,73.65,0
38,Month-to-month,Fiber optic,81.96,0
60,Month-to-month,No,19.1,0
70,Month-to-month,DSL,31.7,0
67,One year,DSL,18.44,0
13,One year,Fiber optic,71.0,0
43,Month-to-month,Fiber optic,67.5,0
7,Month-to-month,Fiber optic,76.23,1
48,One year,Fiber optic,70.16,0
72,One year,DSL,50.69,0
3,One year,No,34.73,0
47,Month-to-month,DSL,27.48,0
69,One year,DSL,55.43,0
61,Two year,Fiber optic,65.12,1
28,One year,DSL,51.21,1
7,Month-to-month,DSL,57.27,1
67,One year,DSL,57.35,0
67,Month-to-month,DSL,46.55,0
42,Month-to-month,Fiber optic,72.14,0
71,Month-to-month,Fiber optic,80.7,0
0,Two year,No,6.99,0
45,Month-to-month,DSL,33.58,0
2,Two year,No,21.65,1
68,Month-to-month,Fiber optic,54.01,0
49,Month-to-month,DSL,41.74,0
66,Month-to-month,Fiber optic,66.08,1
41,One year,No,26.05,0
6,Month-to-month,Fiber optic,69.32,0
1,Month-to-month,DSL,57.83,1
24,Month-to-month,Fiber optic,76.88,0
54,Month-to-month,Fiber optic,69.15,0
11,Month-to-month,Fiber optic,66.0,1
62,Month-to-month,DSL,44.43,0
17,Month-to-month,DSL,44.64,0
36,Two year,No,55.23,0
14,Month-to-month,DSL,27.51,1
34,Month-to-month,DSL,33.88,0
33,Month-to-month,DSL,32.12,0
0,Month-to-month,Fiber optic,73.23,0
41,One year,DSL,,0
57,Month-to-month,DSL,38.12,0
68,Month-to-month,DSL,55.75,0
24,One year,Fiber optic,74.44,1
64,Month-to-month,Fiber optic,81.26,0
64,Two year,Fiber optic,84.44,0
72,Two year,No,-0.57,0
27,Month-to-month,DSL,53.23,0
62,Month-to-month,DSL,29.52,0
41,Month-to-month,DSL,47.99,1
4,Month-to-month,DSL,44.13,1
19,Month-to-month,Fiber optic,69.64,1
49,One year,Fiber optic,55.54,0
11,Month-to-month,DSL,57.37,1
31,Month-to-month,Fiber optic,54.51,0
56,Month-to-month,Fiber optic,79.01,0
10,Two year,Fiber optic,52.82,1
36,Two year,Fiber optic,69.79,0
15,Month-to-month,No,46.65,0
39,One year,DSL,73.34,0
17,Month-to-month,No,5.58,1
70,One year,No,16.55,0
5,One year,Fiber optic,63.73,0
70,Two year,Fiber optic,97.06,0
57,Month-to-month,DSL,44.18,0
62,Month-to-month,Fiber optic,82.9,0
62,Two year,No,28.6,0
13,Month-to-month,Fiber optic,55.61,1
67,Month-to-month,DSL,22.68,0
43,One year,DSL,37.64,1
70,One year,No,52.8,0
64,One year,DSL,48.09,0
42,One year,DSL,57.65,0
27,One year,Fiber optic,52.98,0
8,Month-to-month,DSL,41.1,0
7,One year,DSL,54.35,0
28,One year,DSL,31.91,0
59,Two year,DSL,44.23,0
36,Month-to-month,Fiber optic,59.44,1
35,Month-to-month,Fiber optic,79.92,0
17,One year,No,29.78,0
41,Month-to-month,Fiber optic,78.2,0
46,Month-to-month,DSL,55.45,0
71,Two year,DSL,42.27,0
53,Month-to-month,No,37.04,0
44,Month-to-month,Fiber optic,62.92,0
66,Month-to-month,Fiber optic,77.51,0
31,Month-to-month,DSL,21.35,0
68,One year,DSL,36.04,0
27,Month-to-month,DSL,72.79,0
9,Month-to-month,Fiber optic,77.33,1
30,Month-to-month,Fiber optic,77.34,0
9,Month-to-month,No,15.11,0
8,Month-to-month,DSL,31.87,0
64,Month-to-month,No,21.83,0
58,Month-to-month,No,24.19,0
16,Month-to-month,DSL,67.97,0
61,Month-to-month,DSL,57.23,0
5,Month-to-month,DSL,46.31,0
20,Month-to-month,DSL,,0
51,Month-to-month,DSL,54.1,0
22,Month-to-month,Fiber optic,54.17,1
53,Month-to-month,No,1.94,0
63,Month-to-month,DSL,53.92,0
4,One year,DSL,45.86,0
1,Month-to-month,Fiber optic,54.25,0
68,One year,Fiber optic,44.86,0
37,One year,DSL,55.73,1
36,Month-to-month,DSL,38.74,0
33,Month-to-month,Fiber optic,74.8,1
31,Month-to-month,Fiber optic,66.83,0
50,Month-to-month,DSL,44.59,0
42,Month-to-month,No,17.89,0
11,Month-to-month,Fiber optic,69.08,1
45,Two year,Fiber optic,76.92,0
48,Month-to-month,Fiber optic,66.69,0
8,One year,Fiber optic,66.01,0
27,One year,Fiber optic,77.29,0
57,Month-to-month,DSL,53.09,0
45,Two year,DSL,31.35,0
9,Two year,Fiber optic,69.65,0
2,Month-to-month,Fiber optic,63.71,0
42,Month-to-month,No,25.16,0
33,Month-to-month,Fiber optic,,0
70,Month-to-month,DSL,49.31,0
38,Month-to-month,Fiber optic,95.97,0
67,Month-to-month,DSL,47.64,0
15,Month-to-month,DSL,43.0,1
32,One year,Fiber optic,69.76,0
10,Month-to-month,DSL,46.71,0
41,Month-to-month,DSL,48.87,0
13,Month-to-month,Fiber optic,58.1,0
35,One year,DSL,42.2,0
25,One year,Fiber optic,61.31,1
13,Month-to-month,DSL,57.36,1
7,One year,No,1.89,0
37,Month-to-month,Fiber optic,71.88,0
69,One year,Fiber optic,51.78,0
14,One year,Fiber optic,75.19,1
29,Month-to-month,No,20.21,0
16,One year,Fiber optic,48.2,1
59,Two year,Fiber optic,81.31,0
30,One year,DSL,14.8,0
71,Month-to-month,DSL,44.62,0
17,One year,DSL,53.29,0
5,Month-to-month,No,41.52,1
42,One year,Fiber optic,50.68,0
47,Two year,DSL,38.81,0
72,Month-to-month,DSL,58.0,0
63,Month-to-month,Fiber optic,83.81,0
64,Month-to-month,DSL,60.37,0
46,Month-to-month,DSL,75.74,0
26,Month-to-month,Fiber optic,63.9,1
31,Month-to-month,Fiber optic,74.47,0
9,One year,Fiber optic,65.85,1
31,Month-to-month,DSL,21.3,1
26,Month-to-month,Fiber optic,68.92,0
2,One year,No,1.07,1
14,Month-to-month,Fiber optic,63.75,0
39,Month-to-month,No,7.38,0
26,One year,DSL,50.27,0
72,Two year,Fiber optic,60.66,0
34,One year,Fiber optic,48.58,0
69,Month-to-month,DSL,55.39,0
48,Month-to-month,Fiber optic,62.75,1
2,Two year,Fiber optic,64.81,1
14,One year,DSL,33.27,0
51,One year,No,38.79,0
39,One year,DSL,48.25,1
22,Month-to-month,DSL,37.64,0
38,Month-to-month,DSL,22.03,0
65,One year,DSL,75.13,0
28,Two year,Fiber optic,93.75,0
3,Month-to-month,DSL,62.32,0
22,One year,DSL,36.56,0
68,Month-to-month,DSL,38.99,0
55,Two year,No,29.81,0
61,Month-to-month,Fiber optic,59.27,0
66,One year,DSL,33.13,0
8,Month-to-month,DSL,62.5,0
20,One year,Fiber optic,69.34,0
4,One year,Fiber optic,56.56,1
0,Month-to-month,No,36.43,1
60,Two year,Fiber optic,63.11,0
68,Two year,DSL,21.25,0
11,Two year,DSL,31.38,0
52,Month-to-month,DSL,38.8,0
39,One year,DSL,47.64,0
5,One year,Fiber optic,72.06,0
66,One year,Fiber optic,84.73,0
63,Month-to-month,DSL,42.16,1
41,One year,Fiber optic,64.41,0
51,Month-to-month,DSL,59.94,0
28,Month-to-month,Fiber optic,81.74,1
57,Month-to-month,Fiber optic,67.44,0
32,Month-to-month,No,28.5,0
72,Month-to-month,No,19.3,0
4,Month-to-month,DSL,31.05,1
12,One year,Fiber optic,96.37,1
70,Month-to-month,No,18.5,0
21,Month-to-month,DSL,48.54,0
22,One year,No,6.82,0
57,Two year,Fiber optic,78.84,0
13,Two year,Fiber optic,55.53,0
37,Two year,DSL,65.14,0
20,Two year,No,46.57,0
14,One year,Fiber optic,76.79,0
70,Two year,Fiber optic,71.38,0
14,Two year,DSL,42.75,0
6,Month-to-month,No,24.43,1
49,Two year,DSL,49.91,0
63,One year,No,26.08,0
9,One year,DSL,56.78,0
51,Two year,DSL,33.98,0
39,Month-to-month,DSL,63.34,0
60,Month-to-month,Fiber optic,64.93,1
9,One year,DSL,36.05,0
71,One year,DSL,49.35,0
45,Two year,DSL,50.12,0
61,Two year,Fiber optic,49.16,0
26,One year,DSL,39.23,0
68,Two year,DSL,18.94,0
45,Month-to-month,Fiber optic,61.89,1
9,Two year,No,17.41,0
67,Month-to-month,Fiber optic,73.57,0
58,One year,Fiber optic,60.55,0
21,Month-to-month,Fiber optic,63.39,0
39,One year,DSL,60.65,0
28,Month-to-month,Fiber optic,94.77,1
39,Month-to-month,DSL,33.95,0
70,One year,DSL,57.23,0
65,One year,DSL,49.65,0
15,Month-to-month,DSL,24.13,1
70,One year,No,15.51,0
31,Month-to-month,Fiber optic,33.67,0
51,Month-to-month,Fiber optic,73.88,1
55,Month-to-month,Fiber optic,57.08,1
35,One year,DSL,46.61,0
33,One year,Fiber optic,100.85,1
33,One year,DSL,64.12,0
62,Two year,DSL,35.8,0
28,One year,DSL,32.89,0
20,One year,Fiber optic,85.52,0
26,Two year,Fiber optic,57.94,0
14,Month-to-month,Fiber optic,81.89,1
28,Month-to-month,DSL,77.83,0
8,Month-to-month,DSL,53.11,0
6,One year,DSL,59.21,0
52,Month-to-month,DSL,57.82,0
5,Month-to-month,DSL,38.31,0
41,Two year,Fiber optic,73.48,0
56,Two year,Fiber optic,58.52,0
52,Month-to-month,Fiber optic,85.48,0
32,Month-to-month,Fiber optic,56.98,0
14,Month-to-month,Fiber optic,78.41,0
67,Month-to-month,DSL,58.58,0
60,Two year,Fiber optic,64.1,0
44,One year,Fiber optic,61.35,0
6,Month-to-month,Fiber optic,67.96,1
2,Month-to-month,Fiber optic,59.29,1
23,Month-to-month,Fiber optic,71.88,1
11,Month-to-month,Fiber optic,59.0,1
62,Month-to-month,Fiber optic,59.87,1
15,One year,No,31.56,0
20,Month-to-month,Fiber optic,77.41,0
71,Two year,Fiber optic,66.48,0
59,Month-to-month,DSL,25.24,0
15,One year,Fiber optic,84.05,0
27,Month-to-month,DSL,39.62,0
37,Month-to-month,Fiber optic,94.75,0
48,Two year,DSL,43.41,0
68,One year,No,26.63,0
63,Month-to-month,DSL,39.82,0
71,Month-to-month,Fiber optic,72.92,0
2,One year,Fiber optic,111.72,0
17,Two year,Fiber optic,65.81,0
41,One year,DSL,60.32,0
3,Month-to-month,Fiber optic,71.09,1
25,Month-to-month,DSL,59.09,0
11,Month-to-month,Fiber optic,46.82,1
68,Month-to-month,DSL,68.34,0
4,One year,Fiber optic,74.09,0
10,One year,Fiber optic,66.79,0
14,Month-to-month,DSL,55.84,0
10,One year,DSL,46.73,0
41,One year,Fiber optic,56.23,0
26,One year,Fiber optic,40.92,1
66,Month-to-month,DSL,66.91,0
19,Month-to-month,DSL,42.33,0
39,Month-to-month,DSL,37.64,0
48,Month-to-month,DSL,38.58,0
45,Month-to-month,DSL,62.57,1
58,Month-to-month,DSL,39.12,0
14,Month-to-month,Fiber optic,77.73,1
37,Month-to-month,DSL,40.98,0
58,Two year,DSL,,0
63,One year,Fiber optic,80.82,0
45,Month-to-month,DSL,58.24,0
47,Two year,Fiber optic,61.85,0
63,Month-to-month,Fiber optic,69.55,0
45,Month-to-month,DSL,46.16,0
69,Two year,DSL,50.34,0
9,Month-to-month,Fiber optic,93.66,1
25,Month-to-month,DSL,41.11,0
8,Month-to-month,Fiber optic,66.04,1
6,Month-to-month,DSL,42.9,0
34,One year,Fiber optic,58.69,0
16,Month-to-month,DSL,24.33,1
29,Month-to-month,Fiber optic,71.61,0
31,Month-to-month,Fiber optic,76.33,0
45,Month-to-month,DSL,45.03,0
69,Month-to-month,Fiber optic,69.25,0
62,Two year,Fiber optic,59.22,0
27,One year,Fiber optic,73.03,0
23,Month-to-month,DSL,47.04,0
56,One year,Fiber optic,75.7,0
9,Month-to-month,DSL,48.88,0
39,Month-to-month,Fiber optic,,0
30,Month-to-month,DSL,60.83,0
13,Month-to-month,No,31.87,0
45,One year,Fiber optic,75.77,0
23,Two year,DSL,24.09,0
13,Month-to-month,Fiber optic,82.64,1
47,Month-to-month,Fiber optic,66.43,0
12,One year,DSL,45.95,0
49,Month-to-month,DSL,29.73,0
11,Month-to-month,DSL,70.08,0
31,Two year,No,-4.69,0
58,Two year,Fiber optic,87.86,1
16,Two year,DSL,50.1,0
56,Month-to-month,Fiber optic,47.14,1
52,Month-to-month,No,49.44,0
65,Month-to-month,DSL,51.17,0
12,Two year,Fiber optic,41.7,0
52,Month-to-month,DSL,39.93,0
68,Month-to-month,DSL,51.41,0
55,Month-to-month,No,45.56,0
13,One year,DSL,40.09,0
60,One year,DSL,13.24,0
7,One year,DSL,62.51,0
42,Month-to-month,DSL,50.98,0
36,One year,DSL,18.21,0
38,Month-to-month,Fiber optic,74.11,1
37,Month-to-month,Fiber optic,75.38,0
2,Month-to-month,No,21.1,0
37,Month-to-month,No,15.07,0
68,Month-to-month,No,17.68,0
31,Two year,Fiber optic,66.1,0
20,Month-to-month,Fiber optic,74.26,0
72,Month-to-month,No,34.46,0
7,One year,Fiber optic,44.23,1
35,One year,Fiber optic,73.07,0
37,Month-to-month,Fiber optic,75.86,0
34,One year,DSL,47.03,0
67,Month-to-month,DSL,40.14,0
30,Month-to-month,Fiber optic,87.04,1
71,One year,DSL,61.13,0
4,One year,Fiber optic,65.61,0
53,Month-to-month,DSL,44.0,1
43,Month-to-month,DSL,54.26,0
17,Month-to-month,DSL,60.39,1
16,Month-to-month,Fiber optic,60.21,0
52,Two year,Fiber optic,57.45,0
46,Month-to-month,Fiber optic,73.29,0
44,Two year,No,11.52,0
3,Month-to-month,Fiber optic,46.66,1
43,Two year,DSL,35.16,0
71,Month-to-month,Fiber optic,75.01,0
1,Month-to-month,No,43.64,1
34,Month-to-month,DSL,36.49,1
36,Month-to-month,Fiber optic,68.51,0
65,Two year,DSL,46.87,0
20,One year,DSL,37.22,0
34,One year,DSL,36.27,0
52,Month-to-month,No,29.02,0
4,One year,DSL,30.63,1
58,One year,DSL,35.79,0
60,Two year,DSL,42.57,0
52,One year,Fiber optic,73.87,1
47,One year,DSL,26.82,0
54,Month-to-month,DSL,43.43,0
57,Two year,Fiber optic,54.51,0
65,Month-to-month,DSL,36.79,0
31,Month-to-month,Fiber optic,79.46,0
33,Two year,Fiber optic,69.11,0
46,Month-to-month,DSL,65.03,0
14,Month-to-month,Fiber optic,69.13,0
62,Month-to-month,DSL,56.62,0
56,Month-to-month,Fiber optic,79.54,0
46,Two year,DSL,44.84,0
22,Two year,No,9.21,0
25,Month-to-month,DSL,43.74,0
31,Two year,DSL,38.61,0
48,One year,Fiber optic,63.14,0
56,Two year,Fiber optic,71.87,0
49,Month-to-month,DSL,27.61,0
67,Month-to-month,DSL,34.51,0
70,Month-to-month,DSL,32.86,0
51,Month-to-month,DSL,41.95,1
27,One year,Fiber optic,60.78,0
43,Month-to-month,Fiber optic,61.57,0
31,Month-to-month,No,26.63,0
45,One year,DSL,39.65,0
59,Month-to-month,DSL,45.06,0
26,Month-to-month,DSL,31.61,0
36,One year,No,15.06,0
3,Two year,DSL,69.49,0
53,Month-to-month,Fiber optic,61.63,0
35,Two year,DSL,19.72,1
33,Two year,Fiber optic,74.11,1
38,One year,Fiber optic,61.5,0
15,Month-to-month,DSL,,0
43,One year,Fiber optic,68.93,0
54,Two year,Fiber optic,76.6,0
25,Month-to-month,DSL,43.8,0
9,Two year,No,22.28,1
28,Two year,Fiber optic,83.78,1
14,Month-to-month,DSL,18.38,0
27,One year,DSL,29.09,0
45,Month-to-month,Fiber optic,60.1,0
8,One year,DSL,24.69,0
54,Two year,DSL,39.25,0
16,Month-to-month,DSL,38.06,0
65,Month-to-month,DSL,56.7,0
53,Month-to-month,No,,0
19,Two year,DSL,42.44,0
41,Month-to-month,Fiber optic,65.44,0
8,Two year,DSL,32.38,0
7,Month-to-month,DSL,55.69,1
69,Month-to-month,Fiber optic,,0
58,Two year,DSL,30.45,0
11,One year,DSL,64.44,0
20,Month-to-month,Fiber optic,61.95,1
14,Month-to-month,Fiber optic,60.97,1
28,Month-to-month,DSL,50.67,0
21,Month-to-month,Fiber optic,76.74,1
23,Month-to-month,DSL,44.14,0
38,One year,Fiber optic,65.84,0
13,Month-to-month,DSL,59.07,0
64,Month-to-month,DSL,37.52,0
53,Month-to-month,Fiber optic,69.17,0
55,Month-to-month,DSL,65.33,0
12,Two year,Fiber optic,53.96,0
51,Month-to-month,Fiber optic,64.5,0
61,Month-to-month,DSL,57.3,0
12,One year,Fiber optic,76.34,0
54,Two year,DSL,55.73,0
26,One year,DSL,29.13,0
57,Two year,Fiber optic,73.85,1
34,Two year,Fiber optic,66.58,0
58,One year,DSL,72.27,0
10,Two year,Fiber optic,79.71,0
28,Month-to-month,DSL,44.73,0
19,Two year,Fiber optic,73.43,1
18,Two year,No,25.65,0
22,Two year,Fiber optic,78.39,1
27,Month-to-month,DSL,34.72,0
9,One year,DSL,61.38,0
51,Month-to-month,Fiber optic,54.1,1
40,One year,DSL,47.46,0
60,Month-to-month,Fiber optic,60.11,1
51,One year,Fiber optic,70.51,0
10,One year,Fiber optic,81.86,0
5,Month-to-month,DSL,24.45,0
30,Month-to-month,DSL,42.97,0
35,Month-to-month,Fiber optic,52.72,0
17,One year,DSL,41.65,0
57,One year,DSL,27.69,0
42,One year,Fiber optic,71.94,1
54,Month-to-month,Fiber optic,64.89,0
7,Two year,Fiber optic,78.97,0
59,One year,Fiber optic,84.74,0
15,Month-to-month,DSL,45.13,1
32,Month-to-month,DSL,55.72,1
32,Month-to-month,Fiber optic,86.59,0
59,Month-to-month,DSL,33.93,0
20,Month-to-month,Fiber optic,87.22,1
17,Month-to-month,DSL,44.56,1
24,Month-to-month,DSL,33.26,1
26,Month-to-month,Fiber optic,73.58,0
13,Month-to-month,DSL,44.13,0
12,Two year,Fiber optic,53.12,0
16,Month-to-month,No,11.79,0
34,Month-to-month,Fiber optic,89.65,0
25,One year,DSL,48.34,0
28,Month-to-month,No,42.78,0
52,Month-to-month,DSL,40.0,0
17,Month-to-month,DSL,35.38,0
66,Month-to-month,DSL,24.8,0
54,One year,Fiber optic,81.62,0
12,Month-to-month,No,29.93,1
22,Month-to-month,Fiber optic,65.11,1
13,One year,DSL,35.49,0
19,Two year,DSL,58.52,0
26,Month-to-month,Fiber optic,67.87,1
9,Month-to-month,Fiber optic,68.0,1
1,Month-to-month,Fiber optic,62.79,1
32,One year,Fiber optic,65.11,0
51,One year,DSL,51.6,0
22,One year,Fiber optic,53.0,0
62,Month-to-month,No,25.97,0
26,Month-to-month,Fiber optic,81.47,0
65,Two year,DSL,43.98,0
17,Month-to-month,Fiber optic,82.65,1
39,Two year,Fiber optic,86.09,1
55,Month-to-month,DSL,55.84,0
4,Month-to-month,Fiber optic,63.55,1
67,Month-to-month,DSL,44.57,0
26,Month-to-month,DSL,49.15,1
36,Two year,Fiber optic,64.36,0
45,Month-to-month,Fiber optic,63.96,0
46,One year,Fiber optic,63.24,0
1,One year,Fiber optic,100.52,0
63,Two year,DSL,41.75,0
45,One year,Fiber optic,82.82,0
72,Two year,Fiber optic,59.57,0
34,Two year,DSL,65.42,0
44,Month-to-month,Fiber optic,65.46,0
32,Two year,No,25.64,0
64,Two year,DSL,,0
60,Month-to-month,DSL,58.4,1
66,One year,DSL,61.0,0
36,Month-to-month,Fiber optic,55.75,1
57,One year,Fiber optic,84.1,1
26,Month-to-month,DSL,28.95,0
33,One year,Fiber optic,77.58,0
55,Month-to-month,Fiber optic,66.54,0
5,One year,DSL,61.04,0
51,Month-to-month,DSL,47.99,0
1,One year,DSL,56.18,0
42,Month-to-month,Fiber optic,84.85,1
34,One year,No,21.51,0
34,Month-to-month,Fiber optic,69.65,0
36,Month-to-month,No,11.67,0
35,Month-to-month,Fiber optic,66.4,0
29,Two year,No,48.12,0
32,Month-to-month,No,34.07,0
41,One year,Fiber optic,57.46,0
55,Month-to-month,DSL,64.58,0
40,One year,Fiber optic,74.67,0
46,Month-to-month,Fiber optic,79.97,0
61,Month-to-month,Fiber optic,75.89,0
72,Month-to-month,DSL,50.04,0
7,Month-to-month,Fiber optic,46.03,1
52,Month-to-month,DSL,58.28,0
16,Month-to-month,No,-2.05,0
14,Month-to-month,DSL,57.19,0
57,Two year,Fiber optic,71.19,0
5,Month-to-month,DSL,55.03,0
61,Two year,Fiber optic,71.9,0
56,Month-to-month,Fiber optic,82.53,0
72,Month-to-month,No,25.19,0
48,Month-to-month,No,28.37,0
63,Month-to-month,Fiber optic,74.86,0
8,Month-to-month,Fiber optic,92.54,1
64,Two year,Fiber optic,77.2,0
11,One year,Fiber optic,54.2,0
22,One year,Fiber optic,63.23,0
9,Month-to-month,Fiber optic,77.18,0
29,Month-to-month,Fiber optic,85.12,1
54,One year,Fiber optic,61.33,0
19,Month-to-month,DSL,71.88,0
60,Month-to-month,DSL,47.11,0
44,Month-to-month,DSL,50.05,0
45,Month-to-month,Fiber optic,54.95,1
68,One year,DSL,58.39,0
31,Month-to-month,Fiber optic,64.65,1
25,Month-to-month,DSL,36.05,0
72,Two year,Fiber optic,66.19,0
40,Two year,No,41.59,0
44,Month-to-month,Fiber optic,75.59,0
21,Month-to-month,DSL,34.33,0
15,One year,Fiber optic,63.64,0
12,Month-to-month,DSL,61.91,0
16,Month-to-month,DSL,42.16,0
14,Month-to-month,Fiber optic,76.72,0
54,Month-to-month,DSL,54.66,0
4,Two year,Fiber optic,28.97,0
45,One year,DSL,60.17,0
69,Two year,Fiber optic,59.77,0
